SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Average_Monthly_Charge,Charge_Difference,Is_Streaming_User,Security_and_Support_Risk,Is_Family,Is_AutoPay,Risk_Segment,short_contract_low_tenure,contract_length,Tenure_Cohorts,total_services,charge_per_service,has_internet,senior_high_charge,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,13,19.45,232.1,17.853846153846153,1.5961538461538467,0,0,0,1,0,0,0,1-3 Years,1,9.725,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,22,24.85,493.4,22.427272727272726,2.4227272727272755,0,0,0,1,0,0,0,1-3 Years,2,8.283333333333333,0,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,4,19.95,59.25,14.8125,5.137499999999999,0,0,0,0,0,1,0,0-1 Year,1,9.975,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,24,57.6,1367.75,56.989583333333336,0.6104166666666657,1,0,1,0,0,0,1,1-3 Years,5,9.6,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1,71,82.7,5831.2,82.12957746478872,0.5704225352112786,1,0,1,1,0,0,2,5+ Years,7,10.3375,1,1,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
0,70,104.0,7250.15,103.57357142857143,0.4264285714285734,1,0,0,1,0,0,2,5+ Years,6,14.857142857142858,1,0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False
1,25,89.7,2187.55,87.50200000000001,2.1979999999999933,1,1,0,0,1,0,0,1-3 Years,4,17.94,1,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0,72,78.95,5730.15,79.58541666666666,-0.6354166666666572,1,0,1,0,0,0,2,5+ Years,6,11.278571428571428,1,0,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
1,1,70.55,70.55,70.55,0.0,0,1,0,0,1,1,0,0-1 Year,1,35.275,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,56,99.8,5515.45,98.49017857142857,1.309821428571425,1,1,1,1,0,0,1,3-5 Years,5,16.633333333333333,1,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
0,26,105.45,2715.3,104.4346153846154,1.0153846153846047,1,0,1,0,0,0,2,1-3 Years,6,15.064285714285715,1,0,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,47,78.9,3650.35,77.66702127659575,1.2329787234042584,0,1,1,0,0,0,1,3-5 Years,3,19.725,1,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,57,79.75,4438.2,77.86315789473684,1.886842105263156,1,1,0,1,0,0,2,3-5 Years,6,11.392857142857142,1,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,70,80.7,5617.95,80.25642857142857,0.44357142857143117,1,0,1,0,0,0,2,5+ Years,7,10.0875,1,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,72,112.6,8126.65,112.87013888888889,-0.27013888888889426,1,0,1,1,0,0,2,5+ Years,8,12.511111111111111,1,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,1,71.1,71.1,71.1,0.0,0,1,0,0,0,1,0,0-1 Year,1,35.55,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,20.0,218.55,16.81153846153846,3.1884615384615387,0,0,1,0,0,0,1,1-3 Years,1,10.0,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,53,94.25,4867.95,91.84811320754717,2.401886792452828,1,1,1,1,0,0,1,3-5 Years,4,18.85,1,0,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
0,39,59.8,2343.85,60.09871794871795,-0.2987179487179503,0,0,1,0,0,0,1,3-5 Years,4,11.959999999999999,1,0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1,69.8,69.8,69.8,0.0,0,1,1,0,1,1,0,0-1 Year,1,34.9,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,64,102.1,6538.45,102.16328125,-0.06328125000000284,1,0,1,0,0,0,2,5+ Years,6,14.585714285714285,1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,48,91.05,4370.75,91.05729166666667,-0.007291666666674246,1,1,1,1,0,0,0,3-5 Years,4,18.21,1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
0,1,24.75,24.75,24.75,0.0,0,1,1,0,1,1,0,0-1 Year,0,24.75,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,79.25,79.25,79.25,0.0,1,1,0,0,1,1,0,0-1 Year,2,26.416666666666668,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,1,100.8,100.8,100.8,0.0,1,1,1,0,1,1,0,0-1 Year,5,16.8,1,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
0,65,90.65,5931.0,91.24615384615385,-0.5961538461538396,1,1,1,0,1,0,0,5+ Years,4,18.130000000000003,1,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0,4,94.9,360.55,90.1375,4.762500000000003,1,0,0,0,0,1,0,0-1 Year,5,15.816666666666668,1,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True
0,55,94.75,5276.1,95.92909090909092,-1.1790909090909167,1,0,1,0,0,0,1,3-5 Years,4,18.95,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,49,55.35,2633.95,53.754081632653055,1.5959183673469468,0,0,1,0,0,0,1,3-5 Years,3,13.8375,1,0,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,31,19.55,658.95,21.256451612903227,-1.7064516129032263,0,0,1,0,0,0,0,1-3 Years,1,9.775,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,72,116.85,8477.7,117.74583333333334,-0.8958333333333428,1,0,1,1,0,0,2,5+ Years,8,12.983333333333333,1,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,30,100.05,3046.15,101.53833333333334,-1.488333333333344,1,1,1,0,1,0,0,1-3 Years,5,16.675,1,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
0,72,54.2,3937.45,54.68680555555555,-0.4868055555555486,1,1,1,0,0,0,2,5+ Years,4,10.84,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,9,93.0,870.25,96.69444444444444,-3.694444444444443,1,0,1,1,0,1,0,0-1 Year,5,15.5,1,0,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,8,99.65,820.5,102.5625,-2.9124999999999943,1,1,0,0,1,1,0,0-1 Year,5,16.608333333333334,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
0,59,106.15,6256.2,106.03728813559322,0.1127118644067906,1,1,1,0,0,0,1,3-5 Years,6,15.164285714285715,1,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,22,84.3,1855.65,84.34772727272728,-0.04772727272728616,1,1,0,0,0,0,0,1-3 Years,3,21.075,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
1,62,110.75,7053.35,113.76370967741936,-3.0137096774193566,1,0,0,1,0,0,1,5+ Years,7,13.84375,1,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,1,46.0,46.0,46.0,0.0,0,1,1,0,1,1,0,0-1 Year,1,23.0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,74.7,74.7,74.7,0.0,0,1,0,0,1,1,0,0-1 Year,2,24.900000000000002,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,71,19.85,1326.35,18.680985915492958,1.1690140845070438,0,0,1,1,0,0,2,5+ Years,1,9.925,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,23,24.8,615.35,26.754347826086956,-1.9543478260869556,0,0,0,1,0,0,1,1-3 Years,2,8.266666666666667,0,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,67,85.25,5714.2,85.2865671641791,-0.036567164179103884,1,0,0,0,0,0,2,5+ Years,7,10.65625,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
0,26,19.8,457.3,17.588461538461537,2.2115384615384635,0,0,0,1,0,0,1,1-3 Years,1,9.9,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,62,89.1,5411.65,87.28467741935484,1.8153225806451587,1,1,1,1,0,0,2,5+ Years,4,17.82,1,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
0,2,20.35,45.3,22.65,-2.299999999999997,0,0,0,0,0,1,0,0-1 Year,1,10.175,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,1,44.0,44.0,44.0,0.0,0,1,0,0,1,1,0,0-1 Year,1,22.0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,2,20.45,34.8,17.4,3.0500000000000007,0,0,0,0,0,0,1,0-1 Year,1,10.225,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,71,52.3,3765.05,53.02887323943662,-0.7288732394366235,1,1,1,1,0,0,0,5+ Years,4,10.459999999999999,1,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,13,96.65,1162.85,89.44999999999999,7.200000000000017,1,1,1,0,0,0,0,1-3 Years,4,19.330000000000002,1,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
0,71,95.15,6770.85,95.36408450704226,-0.21408450704225856,0,0,1,1,0,0,1,5+ Years,6,13.592857142857143,1,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False
0,72,108.05,7806.6,108.42500000000001,-0.3750000000000142,1,0,0,1,0,0,2,5+ Years,7,13.50625,1,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,36,93.6,3366.05,93.5013888888889,0.09861111111109722,1,0,1,0,1,0,0,1-3 Years,4,18.72,1,0,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
1,19,66.4,1286.05,67.68684210526315,-1.2868421052631476,1,0,1,1,0,0,0,1-3 Years,4,13.280000000000001,1,0,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,54,74.55,4191.45,77.61944444444444,-3.069444444444443,1,0,1,1,0,0,2,3-5 Years,5,12.424999999999999,1,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False
1,67,105.4,7035.6,105.0089552238806,0.3910447761194007,1,0,1,1,0,0,1,5+ Years,7,13.175,1,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,60,94.15,5811.8,96.86333333333333,-2.713333333333324,1,0,1,1,0,0,1,3-5 Years,5,15.691666666666668,1,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,58,50.0,2919.85,50.342241379310344,-0.3422413793103445,1,0,1,0,0,0,1,3-5 Years,4,10.0,1,0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,30,19.7,599.25,19.975,-0.27500000000000213,0,0,1,0,0,0,2,1-3 Years,1,9.85,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,72,59.75,4265.0,59.236111111111114,0.5138888888888857,0,0,0,1,0,0,2,5+ Years,4,11.95,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,65,104.3,6725.3,103.46615384615384,0.833846153846153,1,0,1,1,0,0,2,5+ Years,6,14.9,1,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False
1,48,58.95,2789.7,58.11875,0.8312500000000043,1,1,1,1,0,0,1,3-5 Years,3,14.7375,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
1,4,74.9,321.75,80.4375,-5.537499999999994,0,1,0,0,1,1,0,0-1 Year,2,24.96666666666667,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,5,80.85,356.1,71.22,9.629999999999995,1,1,1,0,1,1,0,0-1 Year,2,26.95,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,61,62.15,3778.85,61.9483606557377,0.20163934426229702,1,0,1,0,0,0,2,5+ Years,5,10.358333333333333,1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
0,9,86.25,770.5,85.61111111111111,0.6388888888888857,1,0,0,0,1,1,0,0-1 Year,3,21.5625,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,1,85.7,85.7,85.7,0.0,1,1,0,0,1,1,0,0-1 Year,3,21.425,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,23,86.8,1940.8,84.38260869565217,2.417391304347831,0,0,1,0,0,0,1,1-3 Years,4,17.36,1,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,1,19.65,19.65,19.65,0.0,0,0,0,0,0,1,0,0-1 Year,1,9.825,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,28,29.75,790.7,28.239285714285717,1.5107142857142826,0,1,0,0,0,0,0,1-3 Years,1,14.875,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,12,95.7,1184.0,98.66666666666667,-2.9666666666666686,1,1,0,0,0,0,1,0-1 Year,4,19.14,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0,72,19.3,1304.8,18.12222222222222,1.1777777777777807,0,0,1,1,0,0,2,5+ Years,1,9.65,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,1,74.7,74.7,74.7,0.0,0,1,1,0,1,1,0,0-1 Year,2,24.900000000000002,1,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,71,116.3,8309.55,117.03591549295774,-0.7359154929577443,1,0,0,1,0,0,1,5+ Years,8,12.922222222222222,1,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,22,59.05,1253.5,56.97727272727273,2.0727272727272705,0,0,0,0,0,0,0,1-3 Years,4,11.809999999999999,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,31,20.65,702.05,22.646774193548385,-1.9967741935483865,0,0,1,0,1,0,0,1-3 Years,1,10.325,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,46,64.2,3009.5,65.42391304347827,-1.2239130434782624,1,0,1,1,0,0,2,3-5 Years,4,12.84,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,16,84.95,1378.25,86.140625,-1.1906249999999972,1,1,1,0,1,0,0,1-3 Years,3,21.2375,1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,39,95.65,3759.05,96.38589743589743,-0.735897435897428,1,1,0,1,0,0,0,3-5 Years,4,19.130000000000003,1,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
0,54,46.2,2431.95,45.036111111111104,1.1638888888888985,1,0,0,1,0,0,2,3-5 Years,3,11.55,1,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,14,64.7,941.0,67.21428571428571,-2.5142857142857054,1,0,1,1,0,0,0,1-3 Years,4,12.940000000000001,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,49,109.2,5290.45,107.96836734693878,1.2316326530612258,1,0,1,1,0,0,1,3-5 Years,7,13.65,1,0,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,15,25.05,369.1,24.60666666666667,0.4433333333333316,0,0,0,1,0,0,2,1-3 Years,2,8.35,0,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,52,19.65,928.4,17.853846153846153,1.796153846153846,0,0,1,1,0,0,1,3-5 Years,1,9.825,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,6,20.1,100.35,16.724999999999998,3.3750000000000036,0,0,1,0,0,0,2,0-1 Year,1,10.05,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,3,95.2,292.85,97.61666666666667,-2.4166666666666714,1,1,1,0,1,1,0,0-1 Year,4,19.04,1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
1,6,84.2,519.15,86.52499999999999,-2.3249999999999886,1,1,1,0,1,1,0,0-1 Year,3,21.05,1,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0,1,79.6,79.6,79.6,0.0,1,1,0,0,1,1,0,0-1 Year,2,26.53333333333333,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,14,55.7,795.15,56.79642857142857,-1.096428571428568,0,0,0,0,0,0,1,1-3 Years,3,13.925,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,47,20.05,951.55,20.245744680851065,-0.1957446808510639,0,0,1,0,0,0,1,3-5 Years,1,10.025,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,3,36.45,93.7,31.233333333333334,5.216666666666669,1,1,1,0,0,1,0,0-1 Year,1,18.225,1,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,1,49.0,49.0,49.0,0.0,0,0,0,1,0,1,0,0-1 Year,2,16.333333333333332,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,71,25.05,1873.7,26.390140845070423,-1.3401408450704224,0,0,1,1,0,0,2,5+ Years,2,8.35,0,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,2,69.7,135.2,67.6,2.1000000000000085,0,1,0,0,1,1,0,0-1 Year,1,34.85,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,13,19.95,257.0,19.76923076923077,0.18076923076922924,0,0,0,0,0,0,1,1-3 Years,1,9.975,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,54,86.2,4524.05,83.77870370370371,2.4212962962962905,1,0,1,0,1,0,0,3-5 Years,7,10.775,1,0,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,5,55.8,300.4,60.08,-4.280000000000001,0,0,0,1,0,1,0,0-1 Year,3,13.95,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,22,50.35,1098.85,49.94772727272727,0.4022727272727309,1,1,0,0,1,0,0,1-3 Years,3,12.5875,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
1,13,98.0,1237.85,95.21923076923076,2.7807692307692378,1,1,1,0,1,0,0,1-3 Years,5,16.333333333333332,1,1,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
1,4,70.65,293.85,73.4625,-2.8125,0,1,0,0,1,1,0,0-1 Year,1,35.325,1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,48,111.45,5315.1,110.73125,0.71875,1,0,1,1,0,0,0,3-5 Years,7,13.93125,1,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,29,20.65,654.85,22.58103448275862,-1.9310344827586228,0,0,1,0,0,0,0,1-3 Years,1,10.325,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,13,18.8,251.25,19.326923076923077,-0.5269230769230759,0,0,1,0,0,0,0,1-3 Years,1,9.4,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1,60.1,60.1,60.1,0.0,0,0,0,0,0,1,0,0-1 Year,4,12.02,1,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,71,89.9,6342.7,89.33380281690141,0.5661971830985948,1,0,1,1,0,0,2,5+ Years,8,9.988888888888889,1,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,72,109.95,7852.4,109.0611111111111,0.8888888888888999,1,0,1,1,0,0,2,5+ Years,7,13.74375,1,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,64,86.55,5632.55,88.00859375,-1.4585937500000057,1,0,0,1,0,0,2,5+ Years,7,10.81875,1,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,46,60.75,2893.4,62.9,-2.1499999999999986,1,0,0,1,0,0,2,3-5 Years,5,10.125,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,42,100.4,4303.65,102.46785714285713,-2.0678571428571217,1,0,1,0,0,0,2,3-5 Years,5,16.733333333333334,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
1,21,104.35,2271.85,108.18333333333332,-3.8333333333333286,1,1,0,0,1,0,0,1-3 Years,6,14.907142857142857,1,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,25,84.6,2088.05,83.522,1.0779999999999887,1,1,0,0,0,0,0,1-3 Years,3,21.15,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,24,20.25,439.75,18.322916666666668,1.9270833333333321,0,0,1,0,0,0,1,1-3 Years,1,10.125,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,41,35.4,1412.4,34.44878048780488,0.9512195121951166,0,0,1,1,0,0,1,3-5 Years,2,11.799999999999999,1,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,56,64.65,3665.55,65.45625,-0.8062499999999915,0,0,0,1,0,0,1,3-5 Years,5,10.775,1,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,1,24.4,24.4,24.4,0.0,0,1,0,0,0,1,0,0-1 Year,0,24.4,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,24.25,24.25,24.25,0.0,0,1,0,0,1,1,0,0-1 Year,0,24.25,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,31,20.95,683.25,22.04032258064516,-1.0903225806451609,0,0,0,0,0,0,1,1-3 Years,1,10.475,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,58,94.35,5563.65,95.925,-1.5750000000000028,1,0,1,1,0,0,2,3-5 Years,5,15.725,1,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,6,59.15,336.7,56.11666666666667,3.0333333333333314,1,0,0,1,0,1,0,0-1 Year,3,14.7875,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,17,89.4,1539.45,90.55588235294118,-1.1558823529411768,1,0,1,0,1,0,0,1-3 Years,4,17.880000000000003,1,0,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1,45,97.05,4385.05,97.44555555555556,-0.39555555555556055,1,0,0,0,1,0,0,3-5 Years,6,13.864285714285714,1,1,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,59,79.2,4590.35,77.80254237288136,1.3974576271186407,0,1,0,1,0,0,2,3-5 Years,3,19.8,1,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1,2,70.35,139.05,69.525,0.8249999999999886,0,1,0,0,1,1,0,0-1 Year,1,35.175,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,4,65.6,250.1,62.525,3.0749999999999957,1,1,1,0,1,1,0,0-1 Year,4,13.12,1,0,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,18,74.15,1345.75,74.76388888888889,-0.61388888888888,0,1,0,0,1,0,0,1-3 Years,2,24.71666666666667,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
